word,word_feature_264,word_feature_35,word_feature_292,word_feature_20,word_feature_12,word_feature_284,word_feature_165,word_feature_266,word_feature_139,word_feature_157,word_feature_281,word_feature_56,word_feature_294,word_feature_193,word_feature_162,word_feature_119,word_feature_118,word_feature_299,word_feature_236,word_feature_231,word_feature_221,word_feature_289,word_feature_223,word_feature_222,word_feature_163,word_feature_140,word_feature_11,word_feature_108,word_feature_42,word_feature_248,word_feature_16,word_feature_125,word_feature_152,word_feature_44,word_feature_107,word_feature_258,word_feature_275,word_feature_52,word_feature_124,word_feature_72,word_feature_195,word_feature_290,word_feature_297,word_feature_121,word_feature_126,word_feature_142,word_feature_155,word_feature_237,word_feature_138,word_feature_96,word_feature_296,word_feature_128,word_feature_235,word_feature_150,word_feature_242,word_feature_175,word_feature_33,word_feature_230,word_feature_254,word_feature_257,word_feature_76,word_feature_220,word_feature_226,word_feature_159,word_feature_212,word_feature_213,word_feature_172,word_feature_26,word_feature_168,word_feature_143,word_feature_67,word_feature_280,word_feature_190,word_feature_130,word_feature_80,word_feature_27,word_feature_86,word_feature_244,word_feature_63,word_feature_94,word_feature_300,word_feature_129,word_feature_277,word_feature_205,word_feature_176,word_feature_239,word_feature_291,word_feature_188,word_feature_65,word_feature_232,word_feature_214,word_feature_7,word_feature_110,word_feature_100,word_feature_144,word_feature_4,word_feature_167,word_feature_206,word_feature_216,word_feature_171
pig,0.062491,0.45149,0.48657,0.074476,-0.2139,0.17515,0.014198,-0.22575,-0.00426,0.093197,0.30291,0.60977,-0.42545,-0.030401,0.094405,-0.23681,-0.46642,-0.02166,-0.34496,0.23888,0.41443,0.43277,0.33357,-0.20431,-0.252,-0.34522,-0.11315,-0.16463,-0.26456,-0.05055,0.082223,-0.14637,-0.19398,0.15188,-0.04553,-0.4981,0.062909,-0.69372,0.2919,0.20109,-0.25213,0.23869,0.16934,0.20887,0.63519,0.16056,-0.2774,-0.54237,-0.34033,-0.24347,-0.08808,0.26996,-0.24013,-0.55708,-0.50536,-0.001089,0.16939,0.43444,0.37919,-0.034189,-0.18206,0.14384,0.59632,-0.043109,0.20402,0.48607,0.45765,-0.43142,0.50418,0.12205,-0.24101,0.40051,0.099738,0.46639,1.042,-0.12155,-0.16015,-0.24483,0.040039,0.37088,0.63396,-0.26701,-0.41377,-0.023648,0.20635,0.019198,0.5259,0.83654,-0.70053,-0.36452,0.28961,-0.19554,0.061418,-0.14945,-0.14723,0.15584,-0.65262,0.12003,-0.48134,0.009334
plan,-0.28666,-0.087172,-0.18941,0.53653,-0.28742,-0.21001,-0.073771,0.031002,0.069184,-0.2464,-0.20942,0.075057,-0.34756,0.14999,-0.074467,-0.15618,0.075946,-0.096761,-0.30227,-0.19148,-0.27892,0.3338,0.1832,-0.39675,0.3511,0.38867,0.26759,-0.001075,0.43615,0.27529,0.23682,-0.058181,-0.37444,0.28612,0.37103,-0.36857,-0.2213,-0.41859,-0.065874,0.13731,-0.48052,0.45642,0.10982,0.63135,0.51465,-0.11867,-0.33047,-0.024042,0.12131,0.2907,0.13031,-0.36238,0.19521,-0.078145,-0.086148,0.060999,-0.076224,0.043398,-0.4383,-0.16088,0.10617,0.71031,0.47919,0.020969,-0.27318,-0.48612,-0.17964,0.27419,0.05339,0.32766,-0.44851,-0.32241,-0.406,-0.11238,0.11025,-0.22891,0.24625,-0.20325,-0.035504,-0.014454,0.001692,-0.16829,-0.27708,0.16224,0.64784,-0.79564,-0.15686,0.21914,-0.35489,-0.053636,-0.2753,-0.18522,0.44906,-0.19674,0.4254,0.4526,-0.050157,0.095211,0.25183,-0.20744
plant,-0.27199,-0.042136,-0.46572,-0.05986,-0.2449,0.79635,0.015397,-0.56442,0.23652,0.5249,0.14298,-0.31938,0.81367,-0.014237,-0.097688,0.33545,-0.1826,0.32018,-0.65428,-0.48621,-0.12772,-0.11117,0.26103,-0.013219,0.24746,0.1335,0.078619,0.30706,0.34839,0.28626,-0.34405,-0.18067,0.40753,0.1176,-0.08055,-0.52524,0.37901,-0.25891,0.044989,0.70269,-0.52291,0.2802,-0.51464,0.42375,0.11242,-0.046951,0.025415,0.20777,-0.97174,-0.40464,-0.42569,-0.42654,0.40694,0.18918,0.23452,-0.66623,-0.29088,-0.34037,-0.089545,0.50712,0.31244,-0.3402,0.14503,-0.14804,0.25103,0.057701,-0.22706,0.68769,-0.078111,0.048195,-0.59208,0.26598,0.33349,-0.80053,0.31735,0.31576,0.48,0.4631,0.78632,0.33121,-0.43169,0.28642,-0.3919,-0.91584,0.37449,-0.26234,0.58426,-0.08251,-0.36791,0.62499,-0.27352,-0.19413,-0.082456,-0.35981,0.093221,0.38498,-0.75057,0.64435,-0.045934,0.062266
play,0.36261,0.035951,-0.51196,0.019924,-0.72032,0.031158,-0.20433,-0.092353,-0.073887,0.002,0.048026,0.01677,-0.15633,0.021837,-0.47459,-0.29792,0.005041,-0.56166,0.53228,-0.53629,-0.45033,-0.22288,0.4785,0.018292,-0.19446,0.33157,-0.21876,-0.29989,-0.35018,0.10098,-0.11215,-0.028478,0.41903,0.20595,0.15783,0.30128,-0.097845,-0.32988,-0.09121,-0.12189,0.17558,-0.33186,0.42026,0.002672,-0.36206,-0.098646,-0.77406,-0.48075,-0.070259,-0.24048,0.41845,-0.023436,-0.003916,-0.40433,-0.2552,0.10571,0.10361,0.41626,0.058193,-0.32557,-0.54853,0.17283,-0.18298,-0.009525,0.65207,-0.23993,-0.18715,-0.086697,-0.1339,0.29544,0.4552,-0.12067,0.21869,0.047801,-0.41594,-0.67227,-0.072294,0.32518,-0.42118,-0.006208,0.10504,-0.4003,0.29647,0.14021,-0.11599,0.44289,0.38513,0.010688,0.036126,-0.25014,0.4273,0.11549,0.81028,-0.053147,0.13247,0.11823,0.27647,-0.002949,-0.088158,-0.25777
pleasure,0.26093,-0.38806,0.096545,0.21814,0.14365,-0.14876,-0.4013,0.175,-0.573,-0.37029,0.46627,-0.088308,0.14565,0.018941,0.032521,0.24501,-0.079103,-0.11823,0.17337,-0.049168,-0.3595,0.22128,0.065348,0.65846,0.21243,0.033172,-0.6094,0.11257,-0.52085,-0.15755,-0.060969,0.38122,0.12508,-0.29735,0.26986,-0.3892,0.16852,-0.20259,0.3201,-0.072752,-0.020714,0.003123,0.30802,0.069152,-1.0046,-0.75451,0.12129,-0.011102,0.13776,-0.79705,0.18428,-0.17969,0.2449,0.025883,-0.34319,-0.12526,0.2089,-0.12391,0.27689,0.073183,-0.047645,-0.33175,0.2209,0.41981,-0.002199,0.3464,0.079585,-0.13586,0.30715,-0.25107,-0.27223,-0.33633,0.33508,0.28292,0.069704,-0.028764,0.11263,-0.13452,-0.2921,0.20825,0.43379,0.96663,0.071353,0.10785,-0.27261,0.001626,-0.04146,-0.17735,0.030545,0.235,-0.042551,0.16836,-0.077619,-0.26731,-0.021601,-0.24048,-0.42165,0.12223,0.20739,0.066552
poor,-0.1428,-0.081387,0.29297,0.033302,0.56313,0.24073,-0.3653,0.26984,-0.38661,0.43961,0.040815,0.16734,0.20783,-0.085869,-0.047322,-0.31724,-0.19637,0.31863,-0.13851,0.15086,0.47182,-0.060674,0.16302,0.40993,-0.53985,-0.57026,0.03654,-0.060368,-0.2585,-0.57324,0.66816,-0.028868,0.38286,-0.051382,0.30602,-0.15257,0.52313,0.28694,-0.20249,0.073294,-0.20411,0.53247,0.42667,0.37521,-0.15081,-0.24467,-0.76274,-0.20113,-0.20983,-0.16933,-0.040205,-0.37102,-0.32082,-0.31631,0.45488,0.32517,0.40987,-0.24693,0.38109,-0.003873,-0.25114,0.20755,0.33042,-0.19467,0.26084,-0.48003,-0.20686,-0.13128,0.008405,0.13466,0.22141,-0.003244,0.14772,0.39367,0.11292,0.076449,-0.33616,-0.16478,0.049389,-0.085835,-0.080364,0.24636,0.2262,-0.64437,0.26854,0.11244,0.30816,0.067204,0.37763,-0.094717,-0.20515,0.023056,0.35822,0.53689,-0.11947,0.19432,-0.29994,0.1124,-0.18689,0.057958
prison,-0.24739,0.045296,0.007877,-0.12419,0.6454,-0.003457,0.027668,0.29312,-0.44166,-0.21148,-0.038316,0.12682,0.005718,0.51014,0.092066,-0.44236,0.080874,0.18475,-0.3694,-0.724,0.13392,-0.44432,0.48472,-0.70638,0.068543,0.12848,0.96201,-0.16766,0.72914,0.21406,-0.18856,-0.21362,0.19565,-0.25375,0.77867,0.32839,0.71195,-0.19024,-0.23944,-0.13359,0.12468,0.10574,-0.038845,0.99901,0.79523,0.077954,0.12053,-0.45214,-0.61911,0.26536,-0.056525,-0.31924,0.58661,-0.32566,-0.18007,-0.4677,-0.094511,-0.33496,-0.033525,0.44363,0.38355,0.24874,0.49723,0.20182,0.13322,0.30814,0.77058,0.023598,-0.4731,0.41046,-0.25347,-0.48847,-0.004964,-0.55391,-0.73111,0.65759,-0.006239,-0.030015,-0.18177,1.0662,-0.36546,0.099195,-0.092595,-0.18111,0.33261,-0.14383,-0.15339,0.18822,-0.15703,0.29659,0.83978,0.3799,0.53249,0.003007,0.29833,0.22151,-0.78304,0.44955,0.31207,-0.2722
professional,-0.29388,-0.25449,0.18568,0.049185,-0.40577,-0.032393,-0.10431,0.57756,0.35093,0.05925,0.04946,0.16402,-0.2989,0.12487,-0.11045,0.32448,0.45328,-0.42296,-0.16856,0.062101,-0.2393,-0.009971,-0.093093,0.42565,-0.18844,0.35607,0.033655,0.30834,-0.20184,0.095958,-0.62423,-0.38023,-0.06257,0.003174,-0.12384,-0.14697,-0.31829,0.73024,0.31102,-0.31489,-0.2147,0.24405,0.48664,0.1359,-0.098687,0.30591,0.000445,0.54681,0.32009,0.054116,0.015428,-0.098949,-0.46011,-0.56856,0.42057,-0.58129,-0.40241,-0.079133,0.2329,-0.011312,0.012298,-0.52334,-0.33339,-0.54139,-0.66259,0.23134,0.23116,-0.47246,-0.36299,-0.69326,-0.44612,-0.11222,0.29908,-0.13451,0.21942,0.097399,0.53864,-0.38635,-0.13034,0.10238,0.093571,0.10897,0.25868,0.57971,0.055356,0.002262,-0.38809,0.055855,0.14292,0.12875,0.059768,0.13119,0.13772,0.41561,0.58597,-0.31514,-0.086396,-0.57053,0.535,-0.4076
protection,0.50337,-0.87526,0.2016,0.29168,0.029843,0.13791,0.12555,-0.2058,-0.06612,0.35908,0.10209,0.34951,0.12922,0.11463,0.2956,-0.009511,0.19676,0.016861,-0.18522,0.47104,-0.6677,0.12404,-0.054894,-0.16407,0.28838,0.14279,0.005097,-0.2705,-1.0977,-0.35674,0.051653,-0.13472,-0.050707,-0.20271,0.016992,0.26955,-0.015342,0.3961,0.41448,-0.086516,-0.096245,0.28904,0.50899,-0.20919,0.32152,0.07005,-0.065347,0.62746,-0.1965,0.2484,-0.18004,-0.37226,-0.61622,0.34878,0.79324,-0.15769,0.20467,0.026071,-0.040056,0.087829,-0.10787,0.19202,-0.29241,0.25976,-0.040928,-0.09545,-0.034072,-0.048294,-0.40225,0.60561,-0.4537,0.18146,-0.12892,-0.37772,-0.43788,-0.15341,0.46508,-0.20386,0.54404,0.21595,0.14121,0.27624,-0.37135,0.19997,0.42177,0.52779,-0.20651,-0.040742,0.006275,-0.1265,0.33339,-0.14457,0.049539,0.11391,0.066933,0.69238,-0.45476,0.29511,-0.29301,0.18368
quality,-0.38918,-0.30948,0.33307,-0.54459,0.39399,0.26349,0.1286,0.10963,0.29265,0.297,0.3575,0.60401,-0.31929,-0.094195,0.087601,-0.57472,0.46369,0.1161,0.25174,0.53474,-0.090748,0.040322,0.32148,-0.25301,-0.090594,-0.064875,-0.08635,0.3251,-0.33514,-0.27627,0.29314,-0.40827,0.047461,-0.32815,-0.081484,0.2622,0.64446,0.22457,-0.41462,-0.14702,-0.45801,0.44343,0.31069,0.21368,0.051039,-0.041491,-0.44722,0.53622,-0.015621,-0.45606,-0.35499,0.40213,-0.1584,-0.47734,-0.008984,-0.02111,0.18678,-0.31049,0.21981,-0.17897,0.10837,-0.19903,0.078142,0.039889,-0.13422,0.16523,-0.14604,-0.57561,-0.39626,-0.30449,-0.17255,0.19521,0.035469,0.099048,0.35379,-0.3674,0.50703,0.059752,-0.16256,-0.4026,0.065574,0.6859,-0.13661,0.0109,0.36698,0.28173,0.36169,-0.13005,0.95403,-0.13378,0.31185,-0.43652,0.66119,0.34039,0.42209,-0.46116,-0.28695,-0.008824,-0.29079,-0.045625
reaction,-0.2155,-0.098163,-0.45572,-0.10355,-0.1886,0.20532,-0.23512,-0.35398,-0.083073,0.31121,0.078597,0.061937,0.15745,-0.16998,0.011003,-0.12918,0.17437,0.23238,0.24005,-0.16715,0.28471,0.16893,-0.11567,-0.29631,0.61271,0.59775,0.14658,0.41589,-0.022774,-0.24281,0.008347,-0.34615,0.15723,0.03445,-0.73335,0.13086,-0.20027,0.23122,0.005976,0.028259,-0.23666,-0.66553,0.15925,0.29053,-0.20902,0.92905,0.29797,0.62082,-0.010544,-0.046867,-0.17657,-0.19619,-0.15301,0.845,-0.50788,-0.10709,0.27463,0.46493,-0.46653,-0.55994,0.017382,0.29134,0.17927,-0.20792,0.19674,0.018231,-0.34445,-0.004842,0.089478,-0.1064,0.53511,-0.12621,-0.016294,0.72328,-0.33658,0.56855,-0.007287,-0.60284,-0.3387,0.080278,0.039957,-0.32459,-0.55941,-0.096371,-0.21185,0.18746,0.24938,-0.41098,-0.35591,-0.036637,0.27125,0.16192,-1.0804,-0.13694,-0.69631,0.22991,-0.46605,0.10578,-0.19142,0.3912
read,0.20135,-0.064606,-0.11834,-0.31464,-0.27518,-0.32458,-0.30964,0.2455,0.23935,0.089351,-0.42606,-0.15214,0.10678,0.097901,0.13634,-0.31967,0.10707,-0.59674,0.12338,-0.17998,-0.094095,0.12801,0.26935,-0.18458,0.52122,-0.35323,-0.35332,0.067397,-0.014008,-0.10577,0.23266,0.08597,0.098285,-0.37812,-0.039121,-0.50963,-0.076931,0.33456,0.011236,0.23119,0.22732,-0.15533,0.11865,-0.66852,0.10577,0.50596,-0.018882,-0.056143,-0.036654,-0.043492,-0.076401,-0.43049,0.17204,0.5844,-0.74995,-0.47048,-0.066772,-0.035963,0.20797,-0.24779,0.26137,-0.30685,0.18325,0.29602,0.64196,-0.20033,0.19582,-0.010901,0.18392,0.10571,0.26589,0.129,-0.044154,0.43109,0.2132,0.13475,-0.23767,0.1459,-0.54897,-0.019977,-0.18588,0.11773,-0.37529,0.003614,-0.084706,-0.14555,-0.46728,-0.19426,-0.14339,-0.036122,-0.40198,0.038635,0.050614,0.1682,-0.078129,0.57544,-0.071072,0.033579,-0.34153,-0.40625
relationship,0.25457,-0.38049,0.036699,-0.27591,-0.48258,-0.11978,-0.30254,0.11665,-0.26674,-0.081396,0.22499,0.48613,0.68251,-0.34551,0.085724,0.99349,-0.23315,-0.026659,-0.34395,0.075206,0.10685,-0.007485,0.50531,0.4812,0.20265,0.11923,0.056269,0.22181,0.02113,-0.25824,-0.19336,-0.081118,0.008719,0.13096,0.084288,0.051861,-0.28207,0.20851,0.47822,-0.14996,0.11426,0.034423,-0.1412,0.75657,0.11864,0.24163,-0.074168,0.11573,-0.57039,-0.41457,0.30546,-0.67791,0.057275,-0.73319,-0.32198,-0.38606,-0.12564,0.064444,0.15146,0.2659,-0.10107,0.015223,-0.043925,-0.051973,0.62881,0.23501,0.14964,0.04691,-0.089,-0.42135,-0.28257,0.1027,0.50238,0.44131,0.036817,0.52623,-0.069221,-0.60383,-0.34179,0.29249,0.30521,0.11037,0.46097,-0.38176,0.36391,-0.3985,0.17929,-0.2057,-0.41678,0.25946,-0.39556,0.17599,-0.29577,-0.56253,0.60455,0.079283,-0.28805,0.017614,-0.06896,-0.056811
religious,0.84161,-0.13459,0.70159,-0.40063,0.64452,-0.05678,0.21105,-0.047276,0.03688,-0.14625,-0.24324,0.10249,-0.23211,0.18544,-0.11365,0.60184,-0.40592,0.67873,-0.26982,-0.35689,0.17547,-0.48017,-0.45447,0.13561,0.16675,-0.2937,0.45068,-0.097827,-0.23247,-0.45546,-0.004255,-0.02657,-0.42747,-0.4429,0.090203,0.054015,0.669,0.45526,0.41331,-0.14867,-0.15478,-0.056048,-0.10474,0.10806,0.34788,0.11049,0.12309,-0.2164,-0.43585,0.18584,-0.3882,-0.091344,-0.29078,0.31681,0.34375,-0.30377,0.43929,0.29906,-0.34646,0.55084,-0.29053,0.17666,0.044129,0.31464,0.004408,-0.48757,-0.37404,0.23141,0.23707,-0.17033,0.17933,0.038109,0.22353,-0.12918,-0.1978,0.25579,0.054596,-0.15032,0.029079,0.18602,0.08829,-0.46222,-0.12665,0.80658,-0.17925,-0.49844,-0.57504,-0.15592,-0.38477,-0.32753,-0.16315,0.32803,0.44903,-0.3919,-0.051515,-0.039356,-0.80925,-0.35003,-0.32472,-0.030505
residence,0.28404,0.21631,-0.18801,0.056935,0.318,-0.23261,0.17109,0.094124,-0.31479,0.21883,0.32783,-0.001136,-0.39623,0.59531,0.28472,0.36292,-0.07487,0.35258,-0.58155,-0.023235,-0.067876,-0.18741,-0.26657,0.13399,-0.10354,-0.44446,-0.037244,0.15054,0.34734,-0.17608,0.38276,0.45652,-0.83014,0.48786,0.11725,0.039647,0.012931,0.82783,-0.00747,-0.094931,0.21339,-0.42848,0.11093,0.32745,0.26512,0.11619,0.79706,-0.28245,-0.58178,0.42408,-0.65274,0.047953,0.36369,0.41709,0.31488,0.22257,0.53307,0.19011,-0.6107,-0.069492,0.34712,-0.19605,0.018373,-0.22951,-0.33904,0.33635,0.18065,0.96516,-0.083817,-0.23227,-0.53261,-0.31593,-0.36217,-0.93058,-0.56472,-0.10004,-0.086902,-0.22991,0.18601,0.24322,0.29682,0.032907,0.2887,-0.25889,0.34754,-0.041082,-0.088029,0.23872,0.3858,-0.013129,0.50112,0.27622,0.53397,-0.30314,-0.21163,-0.07753,-0.55562,-0.34681,0.56048,0.026031
road,-0.3393,-0.35784,0.16618,0.25132,0.23433,-0.13363,-0.092356,0.38592,0.18312,0.009706,0.39295,0.29296,0.080096,0.19928,0.15503,-0.74201,-0.36099,0.21319,-0.26689,-0.8451,-0.23456,0.56529,0.10024,0.40525,0.35679,-0.13218,0.19382,0.13361,0.25954,-0.26516,0.21623,0.33668,-0.039152,0.55957,0.81378,-0.23794,-0.70586,-0.25188,0.007415,-0.12079,-0.021356,0.038463,-0.52792,0.18742,0.69506,-0.3674,-0.51265,-0.025653,0.48704,0.19434,-0.64381,0.53367,0.079275,0.40443,0.22263,-0.16808,-0.59348,-0.23123,-0.15961,0.45985,0.67463,0.17771,0.4771,-0.018507,-0.24415,0.32372,0.070101,0.24647,0.5034,-0.13219,0.39685,-1.0682,-0.17865,-0.097737,0.34981,0.48601,0.094088,0.44755,-0.16054,-0.45745,0.055739,-0.090045,0.051983,-0.45125,0.46963,0.55981,-0.21755,-0.44874,-0.30594,0.067152,-0.11474,-0.17127,-0.26743,0.1077,-0.028821,0.28794,-0.096149,0.2927,0.37694,0.009814
sad,-0.3109,-0.33032,0.1017,0.40055,0.17724,-0.32884,0.11451,0.18994,0.31367,0.096882,-0.30506,0.31487,0.38932,-0.47954,-0.15031,0.044617,0.13257,-0.20988,0.4436,-0.50942,0.1366,-0.27915,0.48813,-0.08307,-0.33496,-0.35373,-0.19979,0.012773,0.11375,-0.22467,0.57901,-0.38142,-0.14218,0.19906,-0.29605,0.27252,0.13048,0.074608,0.23113,0.66459,-0.13299,0.73609,0.33742,0.47786,-0.31275,-0.38287,-0.39343,-0.29897,0.18838,-0.17639,-0.22346,0.010342,-0.044298,-0.10709,-0.28612,-0.12679,0.37303,0.056219,0.12048,-0.010715,-0.01811,0.002066,0.15345,0.24475,0.77921,-0.31425,-0.15735,-0.22959,0.25985,-0.14833,0.098185,0.024485,0.84592,0.70379,-0.11777,0.24978,-0.065536,-0.25986,-0.41366,0.065005,-0.18147,0.34856,-0.13632,-0.57252,0.33943,-0.055915,0.32834,-0.20678,-0.4544,0.17748,-0.47683,-0.11695,-0.2232,-0.15218,0.18141,-0.14977,0.22148,0.16449,-0.5732,0.22273
science,0.43818,-0.1044,0.04965,0.014189,-0.27632,0.079729,0.61998,-0.46525,-0.2762,-0.6285,-0.81082,0.61644,-0.076072,-0.098196,-0.047599,-0.5557,0.31013,0.55691,-0.17338,-0.054517,-0.083322,0.30141,-0.60746,0.29242,0.20644,0.11712,-0.001649,0.47988,0.45006,0.41052,0.056841,0.094386,-0.12118,-0.23918,-0.6088,-0.16974,0.3942,-0.074942,0.2576,-0.36561,-0.1075,0.30853,-0.093652,-0.68939,-0.3189,0.76862,0.66878,-0.003893,0.27877,-0.39361,0.36804,-0.24069,1.0528,-0.099394,-0.12734,-0.39237,0.30898,-0.10346,0.008804,0.58568,-0.28689,-0.17653,-0.28244,0.021238,-0.023759,0.75326,0.29493,0.54011,0.23864,-0.5795,-0.043291,0.17825,0.42138,0.35935,0.31214,0.44639,0.27198,-0.62504,0.19124,0.2986,-0.20442,0.024313,0.067253,0.1561,0.035927,0.10872,0.46514,0.20988,0.29226,-0.64871,-0.81692,0.52476,-0.42286,-0.48597,-0.14669,-0.24548,-0.69998,-0.22315,-0.51457,-0.001696
seafood,-0.62754,0.15239,0.47583,-0.88999,0.099189,0.22622,-0.21073,0.11296,-0.25662,0.77285,0.1355,-1.0209,-0.41742,0.096035,-0.33853,-0.63453,-0.59916,0.6244,-0.19411,-0.20121,0.4442,-0.16768,0.13289,0.16005,0.1539,-0.38592,-0.40551,-0.13772,0.79605,-0.10106,0.54108,-0.055242,0.056645,-0.38082,-0.38669,-0.44482,0.064848,-0.20934,0.023738,0.017305,-0.73039,0.96249,0.16504,0.31266,-0.066211,-0.04014,0.27003,0.066659,0.6487,-0.6187,0.059446,0.6653,-0.63563,-0.18317,-0.25773,-0.2611,-0.49828,0.1458,-0.65433,0.15485,-0.15683,0.13035,0.20162,-0.089672,-0.51563,0.54465,-0.33864,-0.13272,0.36739,-0.075162,-0.4778,-0.022853,0.008003,0.030194,0.64907,-0.43935,0.68597,0.28581,0.16557,-0.69204,0.76825,-0.18646,-0.24345,-0.33585,-0.052392,0.11967,-0.13273,0.36002,0.11455,-0.04941,0.55432,-0.09796,-0.10538,-0.84903,-0.79096,-0.27764,-0.71284,0.26677,-0.027697,0.33839
sell,-0.083627,0.45617,0.35725,0.18999,-0.10154,0.25474,-0.19458,0.17943,0.13154,0.29802,0.48569,0.37942,0.59364,0.49542,-0.023644,-0.10588,0.31511,0.29534,0.083063,0.30166,-0.081315,0.5683,0.005122,-0.027619,0.045509,-0.61602,0.49899,0.28574,0.1656,-0.4581,0.60708,-0.15954,0.55987,-0.10785,0.25414,-0.48542,0.11677,0.37307,-0.29829,0.038923,-0.78553,0.26141,0.008119,-0.019164,-0.013951,-0.47035,-0.3374,0.055015,-0.031079,0.005529,-0.060542,0.13655,-0.090977,-0.15801,-0.5568,-0.16821,-0.28075,0.34235,0.080375,-0.28921,0.66201,0.53523,-0.44061,0.11727,0.04912,-0.23589,0.40051,-0.58234,0.36069,-0.29938,-0.46848,-0.25207,0.14332,-0.6887,0.51827,-0.59154,-0.022547,0.25223,-0.080463,-0.04803,-0.17445,0.052197,-0.046901,0.099189,-0.05164,-0.8732,-0.42233,-0.12435,-0.37598,0.001092,-0.10381,0.30722,0.15618,-0.041897,0.32208,-0.429,0.62601,0.11484,-0.65432,0.32899
sew,-0.88998,0.43178,-0.060047,0.010688,-0.23351,-0.30865,0.07594,-0.06118,-0.62492,-0.034191,-0.86374,-0.1588,-0.24429,0.60921,-0.50154,-0.13471,-0.61866,-0.5809,-0.2209,-0.86682,0.7363,0.4655,-0.077228,-0.080111,-0.74143,0.010073,0.070979,-0.099362,-0.70211,-0.37784,-0.037978,-0.16637,-0.016792,-0.39139,-0.14009,-0.047455,-0.070444,-0.32518,-0.33167,-0.36801,0.44723,0.20429,-0.46257,-0.68648,0.004523,-0.15327,-0.22542,0.091326,0.29017,-0.49753,0.34188,0.22123,-0.14788,-0.52978,-0.26442,-0.086609,0.22841,0.16353,0.66452,0.43286,-0.43787,-0.19537,-0.011905,0.41937,-0.16798,-0.45583,-0.007527,-0.32005,-0.61298,-0.86921,-0.16435,-0.29191,0.40156,0.25762,0.16081,0.101,0.30237,0.96372,-0.083349,-0.1035,0.31345,-0.29341,-0.68308,0.15288,0.28679,-0.3858,0.32592,-0.30127,-0.29208,0.43604,-0.24683,-0.41966,-0.38592,-0.11578,0.71797,0.1317,0.10674,0.29422,-0.64147,-0.24576
sexy,-0.18297,-0.23491,0.047611,0.7151,0.062237,0.086172,0.01682,0.3707,0.30174,-0.016381,-0.38513,-0.41786,0.25711,0.047653,-0.38994,-0.32046,-0.20159,-0.72832,0.56012,-0.6455,0.34211,-0.62791,-0.34852,-0.010288,0.46489,0.14828,0.071776,-0.60331,-0.75889,0.074749,-0.54578,0.11283,-0.28525,0.52892,-0.16697,0.10417,0.16031,-0.032893,0.15577,-0.57304,-0.12371,-0.10398,-0.035718,0.37884,-0.32176,-0.28093,-0.72173,0.27392,-0.45832,-0.589,-0.11447,-0.56134,0.083199,-0.80733,-0.25408,0.15799,-0.17533,-0.25914,0.87301,0.21113,-0.80777,0.22797,-0.23229,-0.012695,-0.19254,0.37698,0.57963,-0.60284,0.48484,-0.32293,-0.22532,-0.082333,0.88069,0.43771,-0.70753,0.18682,-0.30999,0.56438,0.21113,-0.42842,0.19619,0.14695,-0.47967,-0.15704,0.4713,0.15988,0.39582,-0.11283,0.039713,-0.10044,-0.4002,0.10992,0.24257,0.027255,-0.030458,0.10919,0.33787,-0.041977,0.26144,-0.087834
shape,-0.18009,0.063964,-0.32261,-0.10338,-0.026758,0.33145,-0.44588,-0.038914,0.18879,-0.34923,-0.32136,0.052637,0.015148,-0.13933,-0.61189,0.39974,-0.14727,0.027115,-0.18629,-0.4569,0.34539,0.021524,-0.36491,-0.15201,0.22818,0.43996,0.17424,0.26588,-0.55603,-0.46759,0.17875,0.2794,-0.49259,0.2792,0.6156,0.29456,0.013667,-0.123,0.21094,0.20548,0.12255,0.28602,0.38588,0.30618,0.52077,-0.35022,0.27417,-0.000848,-0.27893,-0.19302,0.18463,0.57749,-0.032287,-0.17756,0.21877,-0.013308,0.09277,-0.17675,0.0327,-0.37639,-0.23757,0.1947,-0.093395,0.20794,0.23758,-0.0298,0.13313,-0.13077,-0.11644,-0.505,0.46844,0.56043,0.46395,0.096747,0.5953,-0.10588,-0.51337,0.00444,-0.30449,-0.18434,0.24622,-0.013318,-0.23445,-0.080256,-0.1508,-0.30564,0.16753,0.41679,0.13535,0.33306,0.032839,0.066492,0.1663,-0.49533,0.23727,0.1318,-0.25626,-0.38058,-0.11432,-0.19256
ship,0.12162,0.23604,0.24309,-0.41819,0.08502,0.034997,-0.66382,-0.053545,-0.2294,-0.00059,-0.3123,0.10348,-0.31143,-0.33596,0.85775,0.20457,-0.34611,0.17208,0.15028,-0.044895,0.11845,-0.81177,0.035072,-0.76324,0.51344,0.326,0.2042,0.18959,0.008935,0.052998,-0.33862,0.41659,0.39329,-0.26749,0.47049,-0.78412,-0.31478,-0.36706,-0.27589,-0.18756,-0.497,-0.046915,0.07788,0.36036,-0.13406,-0.37996,0.18588,-0.19132,0.17673,-0.45636,0.053021,0.28941,-0.014749,0.24548,0.2149,0.094991,0.32829,-0.4009,-0.24988,-0.43277,0.002723,-0.16923,-0.43888,0.097181,-0.069432,0.48519,0.051229,-0.28815,-0.58488,-0.017203,-0.29954,0.032968,0.18771,-0.26216,0.8601,-0.35041,0.158,0.02181,0.50774,0.15968,-1.0246,-0.2796,-0.19282,-0.45984,0.18624,-0.66809,0.1379,0.11709,-0.042514,-0.054413,-0.18466,-0.016348,-0.50896,-0.18635,-0.39505,-0.38632,0.4582,0.59626,-0.54757,0.2894
